78 40.500000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
79 40.500000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
80 40.500000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
81 41.500000 0.000000 -15.500010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
82 50.500000 0.000000 -15.640010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
83 53.700000 0.000000 -15.640010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
84 44.700000 0.000000 -15.500010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
85 33.000000 0.000000 -16.670010, 0.000000 0.000000 0.000000 3.000000 3.000000 3.000000 
86 38.500000 0.000000 1.600001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
87 51.740000 0.000000 1.450000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
88 56.980000 0.000000 1.450000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
89 56.980000 0.000000 -1.950001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
90 51.740000 0.000000 -1.950001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
91 38.500000 0.000000 -1.600001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
92 55.260000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
93 55.260000 0.000000 10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
94 55.260000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
95 49.260000 0.000000 10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
96 49.260000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
97 55.260000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
98 49.260000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
99 49.260000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
100 34.500000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
101 34.500000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
102 34.500000 0.000000 10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
103 34.500000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
104 46.900000 0.000000 -2.100001, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
105 45.500000 0.000000 9.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
106 45.500000 0.000000 -9.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
107 34.140000 0.000000 -2.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
108 34.140000 0.000000 2.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
109 47.120000 0.000000 -19.020010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
110 58.180000 0.000000 -17.140010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
111 52.410000 0.000000 15.540010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
112 55.740000 0.000000 27.820010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
113 43.600000 0.000000 -2.100001, 0.000000 270.000000 0.000000 1.000000 0.700000 1.000000 
114 55.140000 0.000000 41.560020, 0.000000 90.000000 0.000000 0.900004 1.000000 0.900004 
115 54.192310 1.243374 41.141160, 0.000000 90.000000 0.000000 0.900007 1.000000 0.900007 
116 56.488770 1.243374 42.003300, 0.000000 90.000000 0.000000 0.900007 1.000000 0.900007 
117 55.584890 1.243374 41.657380, 0.000000 90.000000 0.000000 0.900007 1.000000 0.900007 
118 -41.870000 0.000000 18.726000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
119 -34.824000 0.000000 18.726000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
120 -38.350470 0.000000 18.727010, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
121 -40.146000 0.000000 16.800010, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
122 -33.100000 0.000000 16.800010, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
123 -41.350000 0.000000 -33.000020, 0.000000 180.000000 0.000000 1.000000 1.000000 2.000000 
124 -42.530000 0.000000 -33.000020, 0.000000 180.000000 0.000000 1.000000 1.000000 2.000000 
125 -36.870000 0.000000 -33.180020, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
126 -36.869970 2.457954 -32.198740, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
127 -42.664000 0.000000 -42.000020, 0.000000 0.000000 0.000000 1.000000 1.000000 2.000000 
128 -43.796050 0.000000 -33.000020, 0.000000 180.000000 0.000000 1.000000 1.000000 2.000000 
129 -33.600000 0.000000 2.100001, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
130 -13.400000 0.000000 24.700020, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
131 6.840000 1.500000 28.720010, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
132 14.784290 0.000000 24.430020, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
133 14.148850 1.212778 24.507140, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
134 8.064294 0.000000 24.370020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
135 17.094290 0.000000 24.430020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
136 17.061140 1.237576 25.277820, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
137 10.374290 0.000000 24.430020, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
138 10.983490 1.158989 24.794770, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
139 10.365500 1.158989 24.794770, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
140 9.767314 1.158989 24.794770, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
141 12.580000 0.000000 24.430020, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
142 11.944560 1.212778 24.507140, 0.000000 180.000000 0.000000 1.000000 1.000000 1.000000 
143 5.000000 0.000000 5.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
144 5.000000 0.000000 -5.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
145 -5.000000 0.000000 -5.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
146 10.230000 0.000000 -12.570010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
147 9.900000 0.000000 14.570010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
148 -8.420000 0.000000 -12.760010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
149 -14.050000 0.000000 28.700020, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
150 -13.400000 0.000000 35.830020, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
151 -14.050000 0.000000 39.830020, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
152 -13.400000 0.000000 39.790020, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
153 -14.050000 0.000000 43.790020, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
154 -1.200000 0.000000 35.300010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
155 -10.000000 0.000000 22.500010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
156 -12.080000 0.000000 51.820030, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
157 58.070000 0.000000 -58.360030, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
158 -3.980001 0.000000 50.980030, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
159 -4.720000 0.000000 53.590050, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
160 -28.300000 0.000000 -41.490010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
161 -23.730000 0.000000 -42.200020, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
162 -22.160000 0.000000 -22.800010, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
163 -30.400000 0.000000 -29.260020, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
164 -57.890000 0.000000 -35.160020, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
165 -33.370000 0.000000 -42.040030, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
166 -33.370030 2.457954 -43.021320, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
167 -35.000000 0.000000 4.000000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
168 55.180000 0.000000 37.030020, 0.000000 90.000000 0.000000 0.900004 1.000000 0.900004 
169 54.232320 1.243374 36.611160, 0.000000 90.000000 0.000000 0.900007 1.000000 0.900007 
170 56.528770 1.243374 37.473300, 0.000000 90.000000 0.000000 0.900007 1.000000 0.900007 
171 55.624890 1.243374 37.127380, 0.000000 90.000000 0.000000 0.900007 1.000000 0.900007 
172 -45.212000 0.000000 -42.000020, 0.000000 0.000000 0.000000 1.000000 1.000000 2.000000 
173 -21.850000 0.000000 -27.010020, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
174 -35.000000 0.000000 -4.000000, 0.000000 180.000000 0.000000 1.000000 0.700000 1.000000 
175 -43.940000 0.000000 -42.000020, 0.000000 0.000000 0.000000 1.000000 1.000000 2.000000 
176 23.400000 0.000000 8.900003, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
177 27.400000 0.000000 17.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
178 16.000000 0.000000 55.330010, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
179 9.639999 0.000000 30.020020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
180 0.000000 0.000000 14.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
181 13.640000 0.000000 30.020020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
182 -40.000000 0.000000 10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
183 -40.000000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
184 -40.000000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
185 -40.000000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
186 -39.000000 0.000000 -15.500010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
187 -30.000000 0.000000 -15.640010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
188 -26.800000 0.000000 -15.640010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
189 -35.800000 0.000000 -15.500010, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
190 -42.000000 0.000000 1.290000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
191 -47.000000 0.000000 1.290000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
192 -47.000000 0.000000 -2.110001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
193 -29.000000 0.000000 1.450000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
194 -29.000000 0.000000 -1.950001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
195 -24.000000 0.000000 1.450000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
196 -24.000000 0.000000 -1.950001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
197 -42.000000 0.000000 -2.110001, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
198 -25.240000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
199 -25.240000 0.000000 10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
200 -25.240000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
201 -31.240000 0.000000 10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
202 -31.240000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
203 -25.240000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
204 -31.240000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
205 -31.240000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
206 -46.000000 0.000000 -7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
207 -46.000000 0.000000 -10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
208 -46.000000 0.000000 10.500000, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
209 -46.000000 0.000000 7.300004, 0.000000 0.000000 0.000000 1.000000 0.700000 1.000000 
210 10.500000 0.000000 42.520020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
211 10.500000 0.000000 38.620020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
212 -6.780000 0.000000 35.970020, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
213 -5.000000 0.000000 5.000000, 0.000000 0.000000 0.000000 1.000000 0.500000 1.000000 
214 -33.600000 0.000000 -2.100001, 0.000000 90.000000 0.000000 1.000000 0.700000 1.000000 
215 3.800000 0.000000 -9.000000, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
216 8.147294 1.500000 24.370020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
217 28.590000 0.000000 -38.290020, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
218 30.137780 0.514454 -41.743260, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
219 30.166870 0.385815 -41.416610, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
220 28.590000 0.000000 -49.930050, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
221 30.137780 0.514454 -53.383300, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
222 30.166870 0.385815 -53.056650, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
223 -22.940000 0.000000 38.000020, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
224 -24.487780 0.514454 41.453270, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
225 -24.516860 0.385815 41.126620, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
226 -22.940000 0.000000 49.640050, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
227 -24.487780 0.514454 53.093310, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
228 -24.516860 0.385815 52.766650, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
229 -29.000000 0.000000 49.640050, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
230 -30.547780 0.514454 53.093310, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
231 -30.576870 0.385815 52.766650, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
232 -29.000000 0.000000 38.000020, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
233 -30.547780 0.514454 41.453270, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
234 -30.576870 0.385815 41.126620, 0.000000 90.000000 0.000000 1.000000 1.000000 1.000000 
235 -48.579990 0.000000 57.000030, 0.000000 270.000000 0.000000 2.500005 1.000000 1.300003 
236 -46.373890 1.931477 48.392690, 0.000000 270.000000 0.000000 2.500011 1.000000 1.300006 
237 -46.521620 0.385815 47.864280, 0.000000 270.000000 0.000000 2.500011 1.000000 1.300006 
238 -40.000000 0.000000 57.000030, 0.000000 270.000000 0.000000 2.700005 1.000000 1.300003 
239 -37.793900 1.931477 47.704090, 0.000000 270.000000 0.000000 2.700011 1.000000 1.300006 
240 -37.941630 0.385815 47.133430, 0.000000 270.000000 0.000000 2.700011 1.000000 1.300006 
241 -56.500000 0.000000 57.000030, 0.000000 270.000000 0.000000 2.500005 1.000000 1.300003 
242 -54.293900 1.931477 48.392690, 0.000000 270.000000 0.000000 2.500011 1.000000 1.300006 
243 -54.441630 0.385815 47.864280, 0.000000 270.000000 0.000000 2.500011 1.000000 1.300006 
244 22.530000 0.000000 -38.290020, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
245 24.077780 0.514454 -41.743260, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
246 24.106870 0.385815 -41.416610, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
247 22.530000 0.000000 -49.930050, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
248 24.077780 0.514454 -53.383280, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
249 24.106870 0.385815 -53.056630, 0.000000 270.000000 0.000000 1.000000 1.000000 1.000000 
250 17.610000 0.000000 30.020020, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
251 5.000000 0.000000 55.330010, 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 
252 55.940000 0.000000 -56.000030, 0.000000 90.000000 0.000000 2.700005 1.000000 1.300003 
253 53.733890 1.931477 -46.704060, 0.000000 90.000000 0.000000 2.700010 1.000000 1.300005 
254 53.881630 0.385815 -46.133400, 0.000000 90.000000 0.000000 2.700010 1.000000 1.300005 
255 56.400000 0.000000 -33.800030, 0.000000 90.000000 0.000000 1.400002 1.000000 2.000000 
256 53.005970 1.931479 -28.979900, 0.000000 90.000000 0.000000 1.400005 1.000000 2.000013 
257 53.233280 0.385813 -28.684010, 0.000000 90.000000 0.000000 1.400005 1.000000 2.000013 
258 46.900000 0.000000 -33.800030, 0.000000 90.000000 0.000000 1.400002 1.000000 2.000000 
259 43.505970 1.931479 -28.979900, 0.000000 90.000000 0.000000 1.400005 1.000000 2.000013 
260 43.733280 0.385813 -28.684010, 0.000000 90.000000 0.000000 1.400005 1.000000 2.000013 
261 36.880000 0.000000 -33.800030, 0.000000 90.000000 0.000000 1.400002 1.000000 2.000000 
262 33.485980 1.931479 -28.979900, 0.000000 90.000000 0.000000 1.400005 1.000000 2.000013 
263 33.713270 0.385813 -28.684010, 0.000000 90.000000 0.000000 1.400005 1.000000 2.000013 
264 47.360000 0.000000 -56.000030, 0.000000 90.000000 0.000000 2.500005 1.000000 1.300003 
265 45.153900 1.931477 -47.392630, 0.000000 90.000000 0.000000 2.500010 1.000000 1.300005 
266 45.301630 0.385815 -46.864260, 0.000000 90.000000 0.000000 2.500010 1.000000 1.300005 
267 39.440000 0.000000 -56.000030, 0.000000 90.000000 0.000000 2.500005 1.000000 1.300003 
268 37.233890 1.931477 -47.392630, 0.000000 90.000000 0.000000 2.500010 1.000000 1.300005 
269 37.381630 0.385815 -46.864260, 0.000000 90.000000 0.000000 2.500010 1.000000 1.300005 
270 5.000000 0.000000 12.000000, 0.000000 90.000000 0.000000 0.500002 1.000000 1.000000 
271 17.000000 0.000000 -4.000000, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
272 17.000000 0.000000 5.400002, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
273 15.420000 0.000000 11.070000, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
274 -11.880000 0.000000 11.000000, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
275 -9.199999 0.000000 16.440010, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
276 18.100000 0.000000 16.510010, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
277 -9.130000 0.000000 -16.800010, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
278 -13.150000 0.000000 -13.860010, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
279 -10.430000 0.000000 -9.680004, 0.000000 0.000000 0.000000 0.500000 1.000000 1.000000 
